term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
roger,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996164,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996198,0.025,0.025,0.025,0.025,0.025
rogers,0.025,6.6761521183464465,0.025,0.025,6.024999999999672,1.3738478816522053,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,5.102517287641102,0.025,0.025000000000000005,0.025,1.132625553129481,2.024999999999677,0.025,0.025,0.025,0.9154895442765193,0.025000000000000005,0.025,1.024999999999595,0.025,0.025,0.025,0.025,0.025,1.056993168080572,0.025,0.025,0.025,0.91737444686965,0.025000000000000005,0.025,0.025
rogers fall,0.025,0.025,0.025,0.025,1.024999999999693,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995694,0.025,0.025,0.025
rogers youre,0.025,0.025,0.025,0.025,0.025,2.024999999999528,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
rogue,3.02499999999928,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999467,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
roll,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.9994622292806503,1.050537770718678,0.025,0.025,0.025,0.025,0.025,1.0249999999995052,0.025,0.025,0.025,0.025,1.0249999999996637,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996446,0.025,0.025,0.025,0.025,1.0249999999995019,0.025
romance,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994004,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993948
romanoff,0.025,0.025,0.025,0.025,1.0249999999996975,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999990993,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996242,0.025,0.025,0.025,1.0249999999993176,0.025,0.025,0.025
roof,0.025,0.025,0.025,0.025,1.0249999999996993,1.024999999999542,4.024999999999173,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993016,1.0249999999993873,0.025,0.025,1.024999999999565,0.025,0.025,0.025,1.0249999999996406,0.025000000000000005,1.024999999999601,1.0249999999993387,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999996682,0.025,0.025
rookie,0.025,0.025,0.025,0.025,3.024999999999792,1.787629964754796,1.0249999999996617,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994015,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997232,0.025,0.025,1.26237003524448,0.025
room,2.9285656154325124,1.0249999999995951,0.025,1.0896941135407596,1.9561571309692845,2.4173007741327326,2.6628590596236235,0.025,0.025,0.025,5.148236453580154,8.202645022878759,3.024999999999749,0.025,0.025,0.025,2.5507795294836497,0.025,0.025,0.025,1.1002458714902543,0.025,0.025,0.025,0.025,3.024999999999693,0.025,2.0249999999996007,0.025,1.024999999999653,1.2331965108706795,4.174299509948931,0.025,8.682167975468538,0.025,1.6476275639637192,0.025,4.397353102840786,1.1150288967401638,2.093842869030148
room gonna,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996886,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
room room,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999996304,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
rooms,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999664,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999567,0.025,0.025,0.025,0.025
rope,2.0249999999994395,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994361,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999990258,0.025
ropes,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999994217,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
rotors,0.025000000000000015,0.025,2.024999999999488,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995312,0.025,0.025
round,1.0249999999995647,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996247,0.025,2.0249999999997517,1.0249999999996393,0.025,0.025,0.025,1.0249999999995953,0.025,0.025,1.0249999999995627,0.025,0.025,0.025,1.0249999999996326,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999552,0.025,0.025,0.025,0.025,0.025,1.0249999999995656,0.025,0.025
round trip,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995374,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995953,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995656,0.025,0.025
route,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999494,0.025,0.025,0.025,0.025,0.025000000000000005,4.024999999999612,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999992454,0.025,0.025,0.025,0.025,0.025
row,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996273,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
rubber,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999988033,0.025,0.025,1.0249999999995827,0.025,0.025,0.025
ruffians,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999998811,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999996453,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996224,0.025,0.025,0.025,0.025,0.025,0.025,0.025
rug,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,5.02499999999953,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
ruins,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997224,0.025,0.025,0.025,0.025,0.025
rule,0.025,0.025,1.0249999999996044,0.025,0.025,0.025,0.025000000000000005,8.024999999999396,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996462,0.025,0.025,1.0249999999994672,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996322,0.025,0.025,0.025,0.025,0.025
rules,0.025,0.025,0.025,0.025000000000000005,0.025,1.0249999999995636,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996398,0.025,0.025,0.025,2.0249999999997046,0.025,3.0249999999991957,0.025,1.0249999999995696,0.025,0.025,0.025,1.0249999999995718,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996326,0.025,0.025,0.025,0.025,0.025
ruling,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994874,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992576,0.025
rumor,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999993933,0.025,0.025
rumors,0.025,0.025,0.025,0.025,0.025,1.024999999999484,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994726,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995716,0.025,0.025,0.025
run,0.025,0.025,2.024999999999702,0.025,0.025,1.024999999999568,0.025,5.024999999999561,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999161,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1.02499999999963,0.025,1.0249999999995634,0.025,1.024999999999525,0.025,0.025,0.025,0.025,0.025,1.0249999999995656,0.025,0.025
runner,0.025,0.025,0.025,0.025,1.0560119683235154,0.025,0.025,1.0249999999996982,0.025,2.9939880316757943,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
running,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999994306,0.025,0.025,0.025,0.025,1.024999999999512,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999646,0.025,0.025
rush,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995925,0.025,0.025,0.025,0.025,0.025,2.0249999999994146,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999575
rushes,0.025,2.0249999999995656,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996326,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
saber,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.0249999999991495,0.025,0.025,0.025,0.025
saber day,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999994373,0.025,0.025,0.025,0.025
sabers,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1.0249999999991177,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993695,0.025,0.025,0.025,0.025
sacrifice,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.9339298887810523,0.025,0.025,0.025,0.025,1.0249999999987869,0.025,0.025,1.1160701112176477,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995683,0.025,0.025000000000000005,0.025000000000000005,0.025,0.025,0.025,0.025
sad,4.024999999999466,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996366,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995274,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
sadness,1.0249999999994335,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,4.024999999999752,0.025,0.025,1.0249999999995623,0.025,0.025,0.025,0.025,0.025,0.025,0.025,11.024999999999208,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
sadness sadness,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999995065,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
safe,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999608,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999671,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.024999999999515,0.025,0.025
safeguards,1.0249999999996848,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995707,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
safety,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995627,0.025,0.025,0.025,0.025,1.0249999999993036,0.025,0.025,0.025,0.025,0.025,2.024999999999646,0.025,0.025,3.024999999999557,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996322,0.025,0.025,2.024999999999681,0.025,0.025000000000000005
sail,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999990713,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,8.024999999999654,0.025,0.025,0.025
sail sea,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,6.024999999999659,0.025,0.025,0.025
sails,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994392,0.025,0.025,0.025,0.025,1.0249999999995312,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996646,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
sake,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999399,0.025,0.025,0.025,0.025,1.0249999999995696,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999995056,0.025,0.025,0.025,0.025,0.025
sale,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999729,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995683,0.025,0.025,0.025,0.025,0.025,0.025,0.025
sales,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992399,2.0249999999991353,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
salt,0.025,0.025,0.025,0.025,0.025,1.0249999999995654,0.025,0.025,1.024999999999645,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
salvation,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993662,1.024999999999596,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995683,0.025,0.025,1.0249999999996282,0.025,0.025,0.025,0.025
sanctuary,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996984,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996044,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
sand,0.025,0.025,1.024999999999581,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999498,0.025,0.025,1.0249999999995718,0.025,3.02499999999932,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996335,0.025,0.025,0.025000000000000005,0.025
sandwich,0.025,0.025,0.025,2.024999999999529,0.025000000000000012,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999973323,0.025,0.025,0.025000000000000005,1.0249999999995405,0.025,0.025,0.025000000000000005,0.025,1.0249999999989687,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025
satchel,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999524,0.025,0.025,0.025,0.025,1.0249999999992472,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997357,1.0249999999995048,2.0249999999995656,0.025,0.025,0.025,0.025
satellite,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999664,0.025,0.025,0.025,0.025,0.025,2.0249999999997015,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
satellites,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0606065203834982,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997317,0.025,1.0249999999996713,0.025,0.025,0.025,1.0249999999989636,0.025,0.025,0.025,0.02500000000000001,0.025,1.5652180242389337,0.025,0.025,0.025,1.4491754553763172
savage,1.02499999999974,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999997175,0.025,1.0249999999996129,0.025,6.024999999999564,2.0249999999996726,0.025,0.025,1.0249999999995574,0.025,0.025,4.024999999999764,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999963,0.025,0.025,1.0249999999996162,0.025,0.025,0.025,0.025,2.024999999999764,1.0249999999995782,0.025
savage savage,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993382,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996429,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
savage ways,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995654,0.025,0.025,1.0249999999995574,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996868,0.025,0.025
savages,1.02499999999974,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999963,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
say,1.0249999999997395,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999613,1.0249999999995179,0.025,1.024999999999596,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996797,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999993062,1.0249999999996326,0.025,0.025,0.025,0.025000000000000005,0.025
says,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994361,0.025,0.025,0.025,0.025,1.0249999999996324,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,2.0249999999992463,0.025
scan,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995707,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996482,0.025,0.025,0.025,0.025,0.025,0.025
scans,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993873,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999993773,0.025,0.025,0.025,0.025
scare,2.0249999999997867,0.025,0.025,0.025,2.024999999999485,14.921865022931792,0.025,0.025,0.025,0.025,0.02500000000000001,0.025,0.025000000000000005,1.124743588029104,9.985538033906,0.025,0.025,0.025,1.0678533551295102,1.0249999999995165,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000012,0.025,1.024999999999167,0.025,0.025,8.024999999999658,0.025
scare floor,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,7.024999999999452,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
scare record,0.025,0.025,0.025,0.025,0.025,5.024999999998989,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
scared,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,2.024999999999485,0.025,0.025,0.025,1.024999999999082,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
scarer,0.025,1.4638259711982218,0.025,0.025000000000000005,0.025,5.024999999999267,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,1.0249999999994994,1.0487161671553593,1.0993983843897759,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,1.0249999999993777,0.025,0.025,0.025,5.488059477254477,0.025,0.025,1.024999999998774,0.025,0.025000000000000005,0.025
scarers,1.0249999999997395,0.025,0.025,0.025,0.025,2.040095565281431,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993467,0.025,0.025,1.0249999999995223,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.0249999999997,0.025,0.025,4.009904434717812,0.025,0.025,0.025,1.0249999999995272,0.025,0.025
scarf,0.025,1.0249999999995987,3.0249999999996815,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
scaring,2.0249999999998036,1.024999999999593,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999701,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999994146,0.025
